,protein,mean_orig,mean_ko,diff,p_value
5723,TPPP3,-0.016715085,0.19351068,0.21022576,0.014963663958577521
5724,SH2D3C,0.09354693,0.30386296,0.21031603,0.025291224648258396
5725,SMARCAD1,-0.048674364,0.16188031,0.21055467,0.02215047542158439
5726,AKT1S1,0.06530988,0.2760289,0.21071902,0.02246754917021456
5727,TLE7,-0.06988244,0.14085674,0.21073918,0.018350010220031424
5728,SRPRB,0.015713876,0.22653155,0.21081768,0.017078533688722353
5729,AGA,0.05702479,0.26809248,0.21106769,0.019308830495903664
5730,APEH,-0.00062360556,0.21046503,0.21108863,0.016848163915390568
5731,OAS3,0.10649701,0.318082,0.21158499,0.01711308665993624
5732,ANLN,0.06597084,0.2776469,0.21167606,0.02059061637463226
5733,HEATR3,-0.08359581,0.1281777,0.21177351,0.026268352375079844
5734,NOC4L,-0.040952567,0.17084993,0.2118025,0.020451554505689317
5735,RPS6KB2,-0.053691246,0.15826908,0.21196032,0.004944073291998033
5736,CFAP251,0.12286352,0.33484995,0.21198642,0.019243123846390122
5737,BAK1,-0.069791466,0.14220794,0.2119994,0.023212567075599995
5738,VBP1,0.0010636182,0.21306655,0.21200293,0.018294547176358728
5739,HMCES,-0.0144728925,0.19753157,0.21200445,0.010330766707162908
5740,SYTL2,-0.05525295,0.15696996,0.21222292,0.015833368069928213
5741,MLPH,0.11226894,0.32450145,0.21223252,0.02812236596361637
5742,RAB38,-0.017003275,0.19537586,0.21237913,0.020902157593240663
5743,NUBPL,0.0020067133,0.21446437,0.21245766,0.01859431031522072
5744,SDC4,0.028771091,0.24132483,0.21255374,0.013561069717562315
5745,CD46,0.041195415,0.2538687,0.21267328,0.014834160993552399
5746,CCDC170,0.038822208,0.25155044,0.21272823,0.03371905737978187
5747,NME2,-0.019113213,0.19368164,0.21279486,0.016585368954027825
5748,EHBP1L1,0.0051351883,0.21811514,0.21297994,0.017519176182910143
5749,EML3,0.038347226,0.2514133,0.21306606,0.015770062772312944
5750,YAP1,0.13796712,0.35119003,0.2132229,0.010521956940488662
5751,MALSU1,0.09456602,0.3078989,0.21333289,0.017255844025724082
5752,RIDA,-0.009854493,0.20367487,0.21352936,0.02377064792540382
5753,HADHB,0.041388456,0.25514308,0.21375462,0.018258238795980108
5754,DNMT3B,-0.055751033,0.15800706,0.21375808,0.008934344500173382
5755,OLFM4,0.04032639,0.2542199,0.2138935,0.017646636359983925
5756,SERPINA10,-0.007962386,0.20607826,0.21404065,0.014083216186485194
5757,EIF2AK2,0.057307195,0.27153856,0.21423136,0.015474385819408833
5758,TBRG4,-0.03507468,0.1792238,0.21429849,0.018542090122993297
5759,FKBP10,0.1291483,0.34348965,0.21434134,0.01895339472410958
5760,SLC25A5,0.05230478,0.26706573,0.21476096,0.01692557590119596
5761,ZYX,0.083190665,0.29796186,0.2147712,0.022247932073219647
5762,MPV17,0.0068912534,0.22177128,0.21488003,0.01348808419916645
5763,KIAA0040,-0.07958402,0.13534488,0.2149289,0.006072142961906731
5764,SERPINB1,-0.0129732415,0.20205283,0.21502608,0.015723381970741527
5765,PEPD,0.048566125,0.2637195,0.21515337,0.01439062199147993
5766,MTX2,-0.020554805,0.1946473,0.21520211,0.01279262037092659
5767,PNPLA6,0.02948546,0.2449329,0.21544744,0.0099427918397621
5768,SAR1B,0.08318608,0.29870874,0.21552265,0.017256925248423965
5769,MAP2K1,-0.09959645,0.11598033,0.21557677,0.029255026931056877
5770,DOHH,-0.037888613,0.17778422,0.21567284,0.013741154362287364
5771,CHMP1A,0.01972965,0.23544657,0.21571693,0.02059966880845225
5772,PSMD13,0.0013449502,0.21727471,0.21592976,0.02394563808381476
5773,PRRC2C,0.011376089,0.227605,0.21622892,0.029507249858435954
5774,VPS4A,-0.08018027,0.13609692,0.2162772,0.021823438734761138
5775,KDM4E,-0.05819488,0.15841165,0.21660653,0.013703219429477238
5776,SLC9A3R1,-0.04728226,0.16933535,0.21661761,0.015162188724954758
5777,GBP1,0.022244845,0.23925394,0.2170091,0.013722740633607532
5778,UBE2G2,-0.011925724,0.20509645,0.21702218,0.02580406251774777
5779,BNIP3,-0.048922844,0.16836426,0.2172871,0.01669643823525523
5780,ERP29,-0.02820617,0.18964937,0.21785554,0.013377408667072006
5781,CFAP36,-0.049051747,0.16884845,0.2179002,0.023763393871133666
5782,CETN3,0.10659028,0.3245222,0.21793193,0.01867904710913682
5783,PHAX,-0.04425357,0.1738326,0.21808617,0.020411952900669494
5784,REXO2,0.075445235,0.2935467,0.21810147,0.02201487136046639
5785,UQCR11,-0.10939173,0.10892663,0.21831836,0.009416012337165809
5786,DTX4,0.036879618,0.2554114,0.21853177,0.023712754953549606
5787,RCC1L,-0.027070329,0.19170852,0.21877885,0.012708439120955244
5788,HAX1,-0.04083518,0.1782955,0.21913067,0.02133405402005314
5789,CDCP1,-0.008896477,0.21037339,0.21926986,0.013597575151757023
5790,HDLBP,0.09146182,0.31087777,0.21941595,0.0287663962415942
5791,PPP4C,0.035557184,0.25509056,0.21953338,0.012786719492752655
5792,MRPL30,0.045744993,0.26537067,0.21962568,0.015791057687348974
5793,HLA-B,0.022905516,0.24274643,0.21984091,0.013084997041913246
5794,STXBP2,-0.05219877,0.16808425,0.22028302,0.013018330803697182
5795,AHDC1,0.020464662,0.24076304,0.22029838,0.013470925477192978
5796,TXNRD1,0.08085823,0.3012594,0.22040117,0.027327149143777377
5797,STK3,0.16389194,0.38433656,0.22044462,0.007900482350239308
5798,STK36,-0.0055858167,0.21507922,0.22066504,0.010222815424918054
5799,ANPEP,-0.039698455,0.18106712,0.22076558,0.007509293383696834
5800,CAVIN3,-0.004239321,0.21655397,0.22079329,0.015019971585470783
5801,MREG,0.012324696,0.23319255,0.22086786,0.015655903679244115
5802,PEA15,0.05994128,0.2808296,0.22088833,0.017802972009803717
5803,MAN2B1,0.0234159,0.24439484,0.22097895,0.015439373269093757
5804,ITGAV,0.074075386,0.2950926,0.22101723,0.004307539332980345
5805,ROMO1,-0.029680947,0.19152252,0.22120348,0.013083985370682335
5806,COX20,0.12012051,0.34134933,0.22122882,0.011164382974336595
5807,H2BU1,-0.10445437,0.11678134,0.2212357,0.007015193262250362
5808,PRPF4B,-0.063392736,0.15790567,0.2212984,0.01477087845760114
5809,MUC16,-0.07604203,0.14529514,0.22133717,0.008502725064458951
5810,MAPRE1,-0.009840161,0.21150921,0.22134937,0.02344168236292016
5811,NAGK,0.01021283,0.23163922,0.2214264,0.017922942832163006
5812,PPP1R14B,-0.0048793615,0.21657576,0.22145511,0.013794839809644896
5813,TTYH3,-0.021041574,0.20049068,0.22153226,0.00789057701055611
5814,TUBA4A,-0.09842172,0.12330177,0.2217235,0.011178836684273172
5815,RAB1A,0.118248895,0.34002024,0.22177134,0.009870254443860855
5816,SLC29A1,-0.02530644,0.19662821,0.22193465,0.016689663854941934
5817,RFT1,0.03472365,0.2568665,0.22214286,0.014420031737301536
5818,MYH9,0.030516172,0.25271696,0.22220078,0.017001032115837436
5819,ENSA,-0.08106545,0.1411799,0.22224537,0.013842994906525302
5820,RPS23,0.009061342,0.23131052,0.22224918,0.024566177416833757
5821,ACTN4,0.085470565,0.30776048,0.22228992,0.023602878839828943
5822,EIF2A,-0.032536857,0.18975383,0.2222907,0.01816488762329284
5823,CTDP1,-0.18524358,0.037309457,0.22255303,0.015432406155429717
5824,GOSR2,0.08144752,0.3041882,0.22274068,0.01898721703047637
5825,ABCD1,0.101509884,0.32465574,0.22314586,0.021067053970078287
5826,HSPA8,-0.0015138617,0.22173904,0.2232529,0.01519882865545739
5827,EEF1B2,0.019021206,0.24227713,0.22325593,0.015585332374346542
5828,NBN,0.05860176,0.2818807,0.22327894,0.009602371991168233
5829,DIAPH2,0.0155166425,0.23882124,0.2233046,0.012852474287542912
5830,STAU1,0.07466194,0.2982792,0.22361726,0.010565878039073455
5831,ITGB4,-0.037225187,0.1875229,0.22474809,0.012549477698199243
5832,GPATCH3,0.04094345,0.26617733,0.22523388,0.014201392246856357
5833,CSTF2,-0.04195,0.18332979,0.2252798,0.021633874685801795
5834,RPL28,-0.03193304,0.19348322,0.22541626,0.027914540791339853
5835,SPC24,-0.054461293,0.17098255,0.22544384,0.019971668038176592
5836,PIWIL1,-0.11527076,0.11020987,0.22548063,0.004712002979719512
5837,ETHE1,0.11763188,0.34324512,0.22561324,0.011365205158839799
5838,PGAM1,-0.027898962,0.1978844,0.22578336,0.018913553822398902
5839,SAMHD1,0.013837824,0.23973337,0.22589554,0.008924703080348708
5840,GEMIN5,-0.06941177,0.1564939,0.22590567,0.021140765353114162
5841,LRRC41,-0.0711806,0.15473446,0.22591506,0.009347092129623384
5842,JUN,0.13401587,0.3600461,0.22603022,0.024320252777452558
5843,TMEM126B,-0.000990823,0.22507176,0.22606258,0.01378823690873893
5844,SSX2;SSX2B,-0.08084461,0.14567727,0.22652188,0.012544373051336457
5845,FLNC,0.06941739,0.29609182,0.22667444,0.014862795584713406
5846,UXS1,0.20386212,0.43061906,0.22675695,0.01637380616575297
5847,SIPA1,0.14383101,0.370786,0.226955,0.02209564430742116
5848,ZCRB1,-0.02862867,0.19858809,0.22721675,0.006300053329721147
5849,SMN1;SMN2,0.011158979,0.23842175,0.22726278,0.008105740219137863
5850,CIAPIN1,-0.05525517,0.1720975,0.22735268,0.022707358910357984
5851,NPR2,-0.122569986,0.10480812,0.2273781,0.006311044250997954
5852,PHACTR4,0.024513233,0.25195482,0.2274416,0.006707291863257848
5853,POLR2K,-0.035731673,0.19172516,0.22745684,0.008854248925420366
5854,ALG11,-0.028649213,0.19891872,0.22756793,0.007296942055611362
5855,DIAPH1,-0.025489155,0.20221122,0.22770037,0.006102279086649873
5856,ANAPC7,-0.052486666,0.175288,0.22777468,0.015207400526503653
5857,NARS1,-0.09429684,0.13380295,0.2280998,0.007945624543460665
5858,ELOB,-0.033666905,0.19472331,0.22839022,0.008051737726210836
5859,SPARC,0.0023346147,0.23077077,0.22843616,0.025279948105160606
5860,F2,-0.17087059,0.05764955,0.22852014,0.006427554461457283
5861,TENT4B,-0.028682131,0.19990936,0.22859149,0.005618081457518785
5862,CSTB,0.028469948,0.25711498,0.22864503,0.009120828330349821
5863,PTPRC,0.025423924,0.25407872,0.22865479,0.006370186671091529
5864,DDX49,-0.14267695,0.0860378,0.22871475,0.01789941383301984
5865,ANXA4,0.0620581,0.29090056,0.22884247,0.013604556078699218
5866,TPRKB,-0.017165896,0.211721,0.2288869,0.006629111006255383
5867,SH3BGRL3,-0.011041335,0.21787934,0.22892067,0.014937231196421584
5868,PMVK,-0.05292081,0.17603728,0.2289581,0.00569731206116968
5869,BABAM1,0.015837155,0.24481227,0.22897512,0.008868341250866833
5870,GLUD1,-0.024652686,0.20452188,0.22917457,0.011069949346134126
5871,ISG15,0.092439406,0.32184792,0.2294085,0.013411841447537978
5872,SCD,-0.016695447,0.21320194,0.22989738,0.00803081489452805
5873,UACA,0.14114211,0.37129515,0.23015304,0.007454151038782093
5874,ATP6V1C1,-0.03931303,0.19129789,0.23061092,0.020166519410603354
5875,NMRAL1,-0.12839298,0.10246723,0.2308602,0.007685482353937461
5876,USO1,0.06722687,0.29879686,0.23156999,0.016053513229283885
5877,HSPG2,-0.027637484,0.20397007,0.23160756,0.015639061312561223
5878,FAM169A,0.04284256,0.27465105,0.23180848,0.012251513678187774
5879,COL11A1,-0.04107288,0.19108625,0.23215912,0.005199031227968262
5880,DDX10,-0.034348562,0.19785075,0.23219931,0.010063184461232782
5881,SUB1,-0.088104054,0.14440048,0.23250453,0.011059468163124126
5882,TPD52L1,0.026203038,0.2589126,0.23270956,0.017807413630203616
5883,SLC29A2,-0.031946123,0.2008943,0.23284042,0.006163133695587358
5884,HEXA,0.023495495,0.25647366,0.23297817,0.011600609963304727
5885,VSIR,0.013969565,0.24701978,0.23305021,0.009293701203468854
5886,ASPSCR1,-0.04691347,0.18637249,0.23328596,0.010304936096379776
5887,NOL8,-0.040930662,0.19263864,0.2335693,0.012356391655368417
5888,EHD1,0.035742488,0.26942024,0.23367774,0.012748916988535811
5889,EMG1,-0.035103474,0.19858041,0.23368388,0.016778616491440603
5890,NAA35,-0.06960965,0.16428663,0.23389629,0.00399180175776529
5891,EWSR1,-0.033922933,0.20011868,0.2340416,0.0055905704950973524
5892,DNAJC8,-0.07025701,0.16391982,0.23417683,0.0066321485570551555
5893,MOCS1,-0.0010970145,0.23343305,0.23453006,0.0066494287299589325
5894,NUDC,-0.052311674,0.18275928,0.23507096,0.015310520381627486
5895,DCTPP1,-0.12101151,0.114439,0.2354505,0.013483805795138415
5896,EIF2S3,-0.016008405,0.21951269,0.2355211,0.009677197398469646
5897,ANKS1B,-0.096155606,0.13945025,0.23560587,0.0042906386301003515
5898,MGAT2,0.02761836,0.26331818,0.23569982,0.009251265979064888
5899,PALD1,-0.054989707,0.18090683,0.23589654,0.004390369703652077
5900,ZBTB8OS,-0.08226204,0.15382053,0.23608257,0.007142008918077778
5901,NUDCD2,0.0015510467,0.23775749,0.23620644,0.009641033912314495
5902,MGAT1,-0.0018256364,0.23440969,0.23623532,0.013844143231788454
5903,DUSP23,-0.10744202,0.12885892,0.23630095,0.004263468520866733
5904,BCAS3,-0.04902868,0.18777297,0.23680165,0.0036580494140575144
5905,PGK1,-0.065044984,0.1719592,0.23700419,0.0077261912197810236
5906,NADK2,-0.027955577,0.20912917,0.23708475,0.008135509226766867
5907,ACAA2,-0.07577903,0.16131489,0.23709393,0.0017313482216043494
5908,GPC4,-0.098682724,0.13841431,0.23709702,0.00306531388961774
5909,CALHM2,-0.05084844,0.186483,0.23733144,0.0057840378376363384
5910,CACYBP,-0.09355317,0.1437995,0.23735267,0.021914579784342855
5911,PSMD1,-0.012682104,0.22474268,0.23742479,0.015142030255001162
5912,RANBP3,-0.108877994,0.12868479,0.23756278,0.0119961790465891
5913,EIF4G1,-0.05009219,0.18750936,0.23760155,0.015596543099770599
5914,LIMS1,0.09131425,0.32894227,0.23762801,0.01621205231143407
5915,PPM1G,-0.07234362,0.16538583,0.23772945,0.009987803420958381
5916,CKS2,-0.05834281,0.17964089,0.2379837,0.01134954306279928
5917,GALE,0.101608045,0.33980837,0.23820034,0.008071451791943319
5918,NUDT12,-0.050810296,0.1875708,0.23838109,0.0037544359764140325
5919,POLR1C,-0.13109899,0.10728343,0.23838241,0.0138147998457394
5920,PDCD6IP,-0.078201585,0.16044419,0.23864576,0.011594430382925323
5921,HMGN5,-0.11391125,0.12477063,0.23868188,0.004116317306704479
5922,KIF11,-0.08163393,0.15711655,0.23875049,0.010454395887043956
5923,LRRC27,0.0022664547,0.24135134,0.23908488,0.0049323403382032106
5924,RPL34,0.010926406,0.25009367,0.23916726,0.01925331052418389
5925,S100A10,0.09913219,0.3383046,0.23917243,0.013377135911297819
5926,PLA2G15,-0.0339879,0.20522279,0.23921068,0.008284520056581163
5927,DHX40,-0.036342405,0.20305075,0.23939314,0.010332291128409218
5928,PMM1,0.0448786,0.28439957,0.23952097,0.01087019054800746
5929,TXNDC17,-0.014288569,0.2252503,0.23953888,0.008191337545239586
5930,MTCH1,0.022146583,0.26176777,0.23962119,0.006079437329676971
5931,BLOC1S3,-0.10138353,0.13846381,0.23984733,0.007099730015941193
5932,FXR1,-0.028600587,0.21125747,0.23985806,0.008590126798472411
5933,SNCG,0.0375774,0.27749264,0.23991524,0.011324838513192
5934,COTL1,0.0105531765,0.25059432,0.24004114,0.006829423753334404
5935,RPL36AL,0.038808327,0.27901098,0.24020265,0.009843760670580855
5936,PPP1R18,0.0017038524,0.24211152,0.24040766,0.015366269825015428
5937,PHRF1,0.050959826,0.29141995,0.24046013,0.005260878470282158
5938,ELL,-0.07623116,0.16437235,0.2406035,0.003381578679789178
5939,BCKDK,0.011176812,0.251875,0.2406982,0.005260460728814706
5940,STAMBP,-0.08205065,0.15876223,0.24081288,0.01062659600549634
5941,OSBPL10,-0.13696101,0.10410914,0.24107015,0.003716554033508326
5942,MTA3,0.005424677,0.24683745,0.24141277,0.00518871484956041
5943,CHMP4B,-0.0376511,0.20376472,0.24141583,0.009775144568582632
5944,EPHX2,-0.039679177,0.20183535,0.24151453,0.006505028719600668
5945,CD81,0.022818582,0.2643948,0.24157621,0.004699820783136845
5946,PLEKHF1,-0.009394335,0.23231329,0.24170762,0.005041461278598912
5947,GOLM2,0.08353986,0.32536083,0.24182098,0.006059636771087453
5948,HAO2,0.0110094575,0.25289583,0.24188638,0.009236993838038568
5949,COPE,0.012955046,0.2549371,0.24198207,0.01653403981771771
5950,IRF3,-0.081959866,0.1600554,0.24201527,0.007234591524503123
5951,SRP19,-0.03610198,0.20628636,0.24238834,0.013876979951559409
5952,TRUB1,-0.18169416,0.060810536,0.2425047,0.010801916343684282
5953,TMEM106B,-0.016860286,0.2256603,0.24252059,0.008837461523281099
5954,CD47,-0.030120712,0.21252754,0.24264826,0.006385666005236862
5955,ADGRL2,-0.11781149,0.12497258,0.24278408,0.0018926512285008287
5956,SNTB1,-0.042797893,0.20047285,0.24327074,0.005313707090363663
5957,MUC1,0.027671726,0.2710519,0.24338019,0.024657774462186755
5958,SUPT4H1,-0.120840445,0.122683145,0.2435236,0.008365841898264554
5959,DDX56,-0.07114503,0.17243437,0.2435794,0.007067526260787782
5960,FARS2,0.013207311,0.25689936,0.24369204,0.004951001884497074
5961,ACOT9,0.09796165,0.34178448,0.24382283,0.005808529180096546
5962,BAIAP2L1,0.0491887,0.29302275,0.24383405,0.008898738314430946
5963,SLC4A2,-0.035554036,0.20830736,0.24386139,0.006758867275433547
5964,EIF2S2,-0.01525137,0.22893317,0.24418454,0.011072847691877715
5965,CFAP70,-0.006936413,0.23759063,0.24452704,0.008909046469112834
5966,TRIP12,0.09017904,0.33515295,0.24497391,0.005153715920829062
5967,FBXL18,0.06109993,0.30607975,0.24497981,0.00669645815051128
5968,XPNPEP3,-0.035581343,0.20968434,0.24526569,0.013240377699667835
5969,LGALS9,0.0029224716,0.24824227,0.2453198,0.006113924771709574
5970,CELF2,-0.1285232,0.11684296,0.24536616,0.00345937690664941
5971,IVL,-0.04238194,0.20301712,0.24539906,0.003820092153505789
5972,EEF1A2,-0.04224826,0.20385098,0.24609925,0.007626395906456285
5973,PSMG3,-0.1315463,0.11461224,0.24615854,0.006244119938708865
5974,ZNHIT2,-0.040870737,0.20535319,0.24622393,0.003272297415053319
5975,HERC2,-0.053435422,0.19295627,0.24639168,0.008015318796422768
5976,BTF3,-0.01267697,0.23377962,0.2464566,0.009844045443181333
5977,EFL1,0.034906436,0.28172222,0.24681579,0.00569450460774774
5978,RABIF,-0.039732955,0.20718992,0.24692288,0.0068371795372998995
5979,MTMR12,0.045175407,0.29224047,0.24706507,0.004673158682467057
5980,PPP1R7,-0.032910597,0.21425967,0.24717027,0.006936384673309954
5981,ERLIN1,0.08455223,0.33237094,0.24781871,0.006663710334679545
5982,GLS2,-0.074070714,0.17380823,0.24787894,0.004892270192977244
5983,YPEL5,-0.016009623,0.23214151,0.24815114,0.0038542193517666656
5984,QSOX1,0.079467915,0.3277485,0.24828058,0.007992988520181656
5985,KIF1B,-0.030991258,0.21766569,0.24865694,0.007533076230311723
5986,SLC16A1,-0.009863076,0.23921664,0.24907972,0.003232042603801294
5987,PET117,-0.030713117,0.21854009,0.2492532,0.0029394983938098485
5988,BABAM2,-0.028798101,0.22047216,0.24927026,0.0042017725674716455
5989,MAPK3,-0.0084483,0.24087295,0.24932125,0.008242641408304255
5990,EIF3F,-0.030111523,0.21931097,0.24942249,0.0109438084100124
5991,MPHOSPH10,-0.1171068,0.1325713,0.2496781,0.005989444312612433
5992,MORF4L1,-0.031233875,0.21873325,0.24996713,0.007915222292035517
5993,MINK1,0.0036694424,0.2543235,0.25065407,0.007436763500865808
5994,ARL2BP,-0.02124494,0.22946274,0.2507077,0.0042759721933051465
5995,TIMM21,-0.02683208,0.22393486,0.25076693,0.005220268713702788
5996,TMEM201,-0.13796173,0.11283991,0.25080162,0.0030922641091959604
5997,EIF3H,-0.04848347,0.20240827,0.25089175,0.010730544460609186
5998,NDFIP1,-0.020138375,0.23080371,0.25094208,0.00450527009929744
5999,TSC22D4,-0.0990503,0.15258227,0.25163257,0.005885871144894077
6000,OPLAH,-0.014396803,0.2373013,0.2516981,0.005513417294769332
6001,ZBTB42,0.015932288,0.2679262,0.2519939,0.01160205427661354
6002,PATL1,-0.050777905,0.20123167,0.25200957,0.0050457924960318305
6003,IDH3A,0.017273704,0.26933327,0.25205958,0.004398427184485056
6004,BLOC1S5,-0.08426719,0.16781308,0.25208026,0.004581689604367711
6005,VAT1,0.019702272,0.27208194,0.25237966,0.0031614181302822143
6006,PYM1,-0.046424408,0.20625336,0.25267777,0.002715738131245436
6007,HPS6,0.0030776216,0.25578418,0.25270656,0.006588253475213522
6008,ACAT1,-0.05189008,0.2009574,0.2528475,0.004662043014645034
6009,PSMA4,0.011964842,0.26500672,0.2530419,0.011058886476127731
6010,HMBS,0.011188609,0.26424798,0.2530594,0.003045810297925197
6011,BRINP2,0.10238768,0.35551074,0.25312304,0.005590062310100693
6012,ITPR2,0.061549377,0.31469104,0.25314167,0.0052611708950589
6013,KRT84,-0.06592778,0.18737133,0.25329912,0.004699079957999241
6014,RELA,-0.020325322,0.23337486,0.2537002,0.004485131585343783
6015,EFHD2,0.014544764,0.2682583,0.25371355,0.007797160621915159
6016,RWDD3,-0.08658921,0.16752316,0.25411236,0.0063893915566357465
6017,C15orf62,-0.07553816,0.17859869,0.25413686,0.006466266312021889
6018,INTS5,-0.14366683,0.110600606,0.25426745,0.003916185849770551
6019,POC1B,0.16893564,0.42331976,0.2543841,0.009790759351324353
6020,NEO1,0.006976001,0.26137856,0.25440255,0.003336542044421004
6021,HABP4,0.024054427,0.2785959,0.25454146,0.004771096558773401
6022,PHLDA1,-0.040071715,0.21463358,0.2547053,0.004444880002838097
6023,TRADD,0.011437184,0.26615855,0.25472137,0.0038252146701320457
6024,WASHC4,0.052167747,0.3069682,0.25480047,0.0036985817797557195
